# phase-3D resolved-cross-plane oracle — key	u64 bits	repr
# pypy 3.11.15
zn/r24/J16.0/max_a	4602894296595119311	0.523922799571574
zn/r24/J16.0/C_holdeman	4612811918334230528	2.5
zn/r24/J16.0/g_seg	4580900917812187450	0.018192726505007452
zn/r24/J16.0/g_ceiling	4589527205211605854	0.06748469211838201
zn/r24/J16.0/g_local	4580900917812187450	0.018192726505007452
zn/r24/J16.0/f_shape	4599378099828216326	0.31677326929937555
zn/r24/J16.0/tau_mean	4556341367135756789	0.0004177291917080433
zn/r24/J16.0/ei_excess	4608251819259738221	1.2374546025853548
zn/r24/J16.0/ei_local	4612187775855358593	2.222825059723903
zn/r24/J16.0/ei_meanfield	4612128736466335238	2.196606304102491
zn/r24/J16.0/corr_ratio	4607279904998384708	1.0216462844021104
zn/r24/J64.0/ei_no	4563687882549798272	0.0013108133612525774
zn/r24/J64.0/ei_quenched	4602572481542984079	0.494097075758213
zn/r24/J64.0/max_a	4602835342519484769	0.5173775823550778
zn/r24/J64.0/C_holdeman	4617315517961601024	5.0
zn/r24/J64.0/g_seg	4585806062190099566	0.0391717294316941
zn/r24/J64.0/g_ceiling	4589527205211605854	0.06748469211838201
zn/r24/J64.0/g_local	4585806062190099566	0.0391717294316941
zn/r24/J64.0/f_shape	4601406594499974343	0.42937734379513554
zn/r24/J64.0/tau_mean	4554312950312718858	0.0003077684953958498
zn/r24/J64.0/ei_excess	4607884911588082820	1.1559847335886682
zn/r24/J64.0/ei_local	4610110126994352360	1.6500818093468812
zn/r24/J64.0/ei_meanfield	4610076529597254168	1.6426216885817038
zn/r24/J64.0/corr_ratio	4607211671457490370	1.0064953947715911
zn/r24/J16/su/ei_no	4565355713612328877	0.0016724665735194752
zn/r24/J16/su/ei_quenched	4607878062458169366	1.154463921242955
zn/r24/J16/su/max_a	4603437637051821064	0.5842457080956374
zn/r24/J16/su/C_holdeman	4612811918334230528	2.5
zn/r24/J16/su/g_seg	4580900917812187450	0.018192726505007452
zn/r24/J16/su/g_ceiling	4589527205211605854	0.06748469211838201
zn/r24/J16/su/g_local	4580900917812187450	0.018192726505007452
zn/r24/J16/su/f_shape	4599378099828216326	0.31677326929937555
zn/r24/J16/su/tau_mean	4556341367135756789	0.0004177291917080433
zn/r24/J16/su/ei_excess	4609092023504792895	1.424017422234854
zn/r24/J16/su/ei_local	4612988642608851626	2.578481343477809
zn/r24/J16/su/ei_meanfield	4612920027980543041	2.5480103274080936
zn/r24/J16/su/corr_ratio	4607280893638035044	1.0218658065026824
