# phase-4G NO-march oracle — key	u64 bits	repr
# cpython 3.14.3
exact/dp/8/tau	4737773033930965147	536049913.87989205
exact/dp/8/beta	4580250310609063524	0.01593547932721008
exact/dp/8/a	4635171991390333469	77.75574962158176
exact/dp/8/surrogate	4735979632584299855	429154863.67220014
exact/dp/8/ratio	4608304187534417276	1.249082695447071
exact/dp/9/tau	4745314046448552719	1794633496.9498937
exact/dp/9/beta	4577937571408986748	0.011768276679420035
exact/dp/9/a	4639034486324927070	137.29020795059017
exact/dp/9/surrogate	4744214002839249823	1532362662.670143
exact/dp/9/ratio	4607953230345030034	1.1711545449839815
exact/dp/10/tau	4753585531843896534	6476902575.868368
exact/dp/10/beta	4576067633731558500	0.008524451891771707
exact/dp/10/a	4643010112524524669	250.2843005994545
exact/dp/10/surrogate	4752893913970577274	5817324373.316278
exact/dp/10/ratio	4607693044640457162	1.1133817130049573
traj/dp/T_exit	4650351087250212771	811.709404755606
traj/dp/T_mid	4652154987086821324	1016.7890727461722
traj/dp/p_mid	4683350690032020220	125354.22605935851
traj/dp/x_no_frozen	4558020853508650441	0.0005292674108311964
exact/warm/0/tau	4645296297809970454	374.5231889729197
exact/warm/0/beta	4598376164999531108	0.261154713500366
exact/warm/0/a	4603682283646461172	0.6114069363221959
exact/warm/0/surrogate	4637794747379801838	115.02735394134262
exact/warm/0/ratio	4614514163974126919	3.2559489211923025
exact/warm/1/tau	4650058047406786082	778.3946316299882
exact/warm/1/beta	4597320187849408557	0.22626810311158022
exact/warm/1/a	4605695766267748227	0.8349484129057462
exact/warm/1/surrogate	4643208244955500399	255.91556298138627
exact/warm/1/ratio	4614031509437797385	3.0416072495231714
exact/warm/2/tau	4654916100252904403	1637.3825943793533
exact/warm/2/beta	4596163511964899339	0.19416389813631016
exact/warm/2/a	4607898209805532084	1.1589375310283971
exact/warm/2/surrogate	4648378260872233296	587.4250124693299
exact/warm/2/ratio	4613459063040029917	2.787389981057102
exact/warm/3/tau	4659943419355221904	3512.925232598507
exact/warm/3/beta	4595109582382004962	0.16491147590473704
exact/warm/3/a	4610050045842786014	1.636741113783891
exact/warm/3/surrogate	4653845096361413898	1393.8645031571527
exact/warm/3/ratio	4612857579022792417	2.520277419104659
exact/warm/4/tau	4665238559751989761	7745.752601201181
exact/warm/4/beta	4594159360551179467	0.13853752202763867
exact/warm/4/a	4612484302618422671	2.354509395632426
exact/warm/4/surrogate	4659752742496820164	3426.2154363649624
exact/warm/4/ratio	4612273133201427549	2.260731336094564
exact/warm/5/tau	4670588746759231391	17678.877351127212
exact/warm/5/beta	4592952858796493403	0.11502518567253033
exact/warm/5/a	4614960396199330312	3.4541158374925125
exact/warm/5/surrogate	4666032725023092957	8744.083415203198
exact/warm/5/ratio	4611735130712190710	2.0218102357520094
exact/warm/6/tau	4676011704858572566	42046.967976553526
exact/warm/6/beta	4591460502509286317	0.09431458178501258
exact/warm/6/a	4617511634291823379	5.174186292254279
exact/warm/6/surrogate	4672113460109872425	23225.75220764909
exact/warm/6/ratio	4610831954865229629	1.810359793759701
exact/warm/7/tau	4681941937880699762	104854.18417556377
exact/warm/7/beta	4590162756829050555	0.07630474260619284
exact/warm/7/a	4620608960141955194	7.9251642711207015
exact/warm/7/surrogate	4679080249865629816	64373.57138511626
exact/warm/7/ratio	4610014457923466447	1.6288390082984738
exact/warm/8/tau	4688480857931014750	275743.97773126315
